feasible_reaction_smarts,not_trained_on_but_known,known_from_valid_set,known_from_test_set,num_products_works_with,example_works_with_reaction_id
[#8:4]-[C:5](=[O;D1;H0:6])-[C:7]-[NH;D2;+0:8]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[#8:4]-[C:5](=[O;D1;H0:6])-[C:7]-[NH2;D1;+0:8],True,True,True,2,US08624052B2
[#7;a:4]:[c:3]-[NH;D2;+0:1]-[C:2]>>C-C(-C)(-C)-O-C(=O)-[N;H0;D3;+0:1](-[C:2])-[c:3]:[#7;a:4],True,True,True,4,US20150266859A1
[O;D1;H0:2]=[C;H0;D3;+0:1](-[c:3])-[O;H0;D2;+0:4]-[c:5]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[OH;D1;+0:4]-[c:5],True,True,False,5,US04420630
[#16;a:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[N;H0;D3;+0:6](-[#8:5])-[C:7]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#16;a:4].[#8:5]-[NH;D2;+0:6]-[C:7],False,False,False,1,US20070155805A1
[C:2]-[CH;D3;+0:1](-[C;D1;H3:3])-[O;H0;D2;+0:4]-[c:5]>>I-[CH;D3;+0:1](-[C:2])-[C;D1;H3:3].[OH;D1;+0:4]-[c:5],False,False,False,5,US20090111800A1
[#7;a:4]:[c:3]-[C;H0;D2;+0:1]#[N;H0;D1;+0:2]>>O=[C;H0;D3;+0:1](-[NH2;D1;+0:2])-[c:3]:[#7;a:4],True,True,False,2,US05527819
[#7;a:4]:[c:5]:[c:6]-[NH;D2;+0:7]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[#7;a:4]:[c:5]:[c:6]-[NH2;D1;+0:7],True,True,True,7,US20120184553A1
[#7;a:1]:[c:2]-[CH;D3;+0:3](-[C:4])-[OH;D1;+0:5]>>[#7;a:1]:[c:2]-[C;H0;D3;+0:3](-[C:4])=[O;H0;D1;+0:5],False,False,False,1,US07834019B2
[#7;a:4]:[c:5](:[#7;a:6])-[NH;D2;+0:7]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].[#7;a:4]:[c:5](:[#7;a:6])-[NH2;D1;+0:7],True,True,False,1,US08399674B2
[#7;a:5]:[c:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:7]-[C:6]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#7;a:5].[C:6]-[NH2;D1;+0:7],True,True,False,3,US20090075980A1
[#7:4]-[C:5](=[O;D1;H0:6])-[C:7]-[NH;D2;+0:8]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#7:4]-[C:5](=[O;D1;H0:6])-[C:7]-[NH2;D1;+0:8],True,True,True,26,US20020045747A1
[C:4]=[C:3]-[C:2]-[NH2;D1;+0:1]>>C-C(-C)(-C)-O-C(=O)-[NH;D2;+0:1]-[C:2]-[C:3]=[C:4],False,False,False,1,US09108981B2
[#16;a:4]:[c:5](:[#7;a:6])-[NH;D2;+0:7]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#16;a:4]:[c:5](:[#7;a:6])-[NH2;D1;+0:7],True,True,True,5,US07910613B2
[C:4]-[NH;D2;+0:5]-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[C:4]-[NH2;D1;+0:5],True,True,True,5,US20120149721A1
[#7;a:3]:[c:4]:[c:5]-[O;H0;D2;+0:6]-[CH2;D2;+0:1]-[C:2]>>Br-[CH2;D2;+0:1]-[C:2].[#7;a:3]:[c:4]:[c:5]-[OH;D1;+0:6],True,True,False,1,US09085578B2
[#8:1]-[CH;D3;+0:2](-[CH2;D2;+0:3]-[C:4])-[O;H0;D2;+0:6]-[C:5]>>[#8:1]-[CH;D2;+0:2]=[CH;D2;+0:3]-[C:4].[C:5]-[OH;D1;+0:6],True,True,True,7,US20100121091A1
[C:2]-[C@H;D3;+0:1](-[C;D1;H3:3])-[O;H0;D2;+0:6]-[C:5]=[O;D1;H0:4]>>O-[CH;D3;+0:1](-[C:2])-[C;D1;H3:3].[O;D1;H0:4]=[C:5]-[OH;D1;+0:6],False,False,False,5,US20030054510A1
[C:4]-[N;H0;D3;+0:5](-[C:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Cl-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]-[NH;D2;+0:5]-[C:6],True,True,True,9,US04029787
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[NH;D2;+0:5]-[C:4]>>F-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[C:4]-[NH2;D1;+0:5],True,True,True,4,US20100069436A1
[#16;a:4]:[c:5]-[NH;D2;+0:6]-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[#16;a:4]:[c:5]-[NH2;D1;+0:6],True,True,True,5,US20100256097A1
[#7;a:3]:[n;H0;D3;+0:4](-[CH2;D2;+0:1]-[c:2]):[c:5]:[#7;a:6]>>Br-[CH2;D2;+0:1]-[c:2].[#7;a:3]:[nH;D2;+0:4]:[c:5]:[#7;a:6],True,True,False,1,US20130190330A1
[#7;a:4]:[c:5]-[NH;D2;+0:6]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[#7;a:4]:[c:5]-[NH2;D1;+0:6],True,True,True,3,US05919936
[C;D1;H3:4]-[NH;D2;+0:5]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[C;D1;H3:4]-[NH2;D1;+0:5],True,True,False,2,US20100160323A1
[#16;a:5]:[c:4]:[c:2](:[#7;a:3])-[CH2;D2;+0:1]-[NH;D2;+0:7]-[C:6]>>Cl-[CH2;D2;+0:1]-[c:2](:[#7;a:3]):[c:4]:[#16;a:5].[C:6]-[NH2;D1;+0:7],True,True,False,1,US20150191439A1
[#8:4]-[C:5](=[O;D1;H0:6])-[C:7]-[N;H0;D3;+0:8](-[c:9])-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#8:4]-[C:5](=[O;D1;H0:6])-[C:7]-[NH;D2;+0:8]-[c:9],True,False,True,1,US05475106
[#7;a:4]:[#7;a:3]:[c:2]-[OH;D1;+0:1]>>C-O-C-[O;H0;D2;+0:1]-[c:2]:[#7;a:3]:[#7;a:4],True,True,False,1,US07368578B2
[#7;a:1]:[#7;a:2]:[c:3]-[CH;D3;+0:4](-[C;D1;H3:5])-[OH;D1;+0:6]>>[#7;a:1]:[#7;a:2]:[c:3]-[C;H0;D3;+0:4](-[C;D1;H3:5])=[O;H0;D1;+0:6],True,True,False,1,US20150203479A1
[C:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[O;H0;D2;+0:5]-[C:4]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[OH;D1;+0:5],True,True,True,13,US20050043353A1
[C;D1;H3:4]-[NH;D2;+0:5]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[C;D1;H3:4]-[NH2;D1;+0:5],True,True,True,5,US08841289B2
[O;D1;H0:2]=[C;H0;D3;+0:1](-[c:3])-[NH;D2;+0:4]-[#7:5]-[C:6]=[O;D1;H0:7]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[NH2;D1;+0:4]-[#7:5]-[C:6]=[O;D1;H0:7],True,True,False,1,US07094902B2
[#7;a:2]:[c;H0;D3;+0:1](:[#7;a:3])-[O;H0;D2;+0:5]-[C:4]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3].[C:4]-[OH;D1;+0:5],True,True,True,8,US08044070B2
[C:2]-[C;H0;D2;+0:1]#[N;H0;D1;+0:3]>>O=[C;H0;D3;+0:1](-[C:2])-[NH2;D1;+0:3],True,True,True,5,US08026257B2
[#7;a:7]:[c:6]:[c;H0;D3;+0:4](:[c:5])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3].O-B(-O)-[c;H0;D3;+0:4](:[c:5]):[c:6]:[#7;a:7],True,True,True,2,US08642585B2
[#7;a:4]:[n;H0;D3;+0:5](:[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].[#7;a:4]:[nH;D2;+0:5]:[c:6],True,True,False,1,US20090118280A1
[#7;a:4]:[#7;a:3]:[c:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:5]-[c:6]>>O-[CH2;D2;+0:1]-[c:2]:[#7;a:3]:[#7;a:4].[OH;D1;+0:5]-[c:6],True,False,True,1,US20150018547A1
[#7;a:5]:[c:6]:[c:7]-[NH;D2;+0:8]-[S;H0;D4;+0:1](-[C;D1;H3:2])(=[O;D1;H0:3])=[O;D1;H0:4]>>Cl-[S;H0;D4;+0:1](-[C;D1;H3:2])(=[O;D1;H0:3])=[O;D1;H0:4].[#7;a:5]:[c:6]:[c:7]-[NH2;D1;+0:8],True,False,True,1,US20140336224A1
[C:2]-[O;H0;D2;+0:3]-[CH2;D2;+0:1]-[c;H0;D3;+0:5](:[c:4]):[c:6]>>O=[CH2;D1;+0:1].[C:2]-[OH;D1;+0:3].[c:4]:[cH;D2;+0:5]:[c:6],True,False,True,1,US05607939
[#7;a:4]:[c:3]:[c:2]-[CH2;D2;+0:1]-[n;H0;D3;+0:6](:[#7;a:5]):[c:7]>>Cl-[CH2;D2;+0:1]-[c:2]:[c:3]:[#7;a:4].[#7;a:5]:[nH;D2;+0:6]:[c:7],True,False,True,1,US07179823B1
[C:4]#[C:5]-[C:6]-[O;H0;D2;+0:7]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[C:4]#[C:5]-[C:6]-[OH;D1;+0:7],True,True,False,1,US20080188521A1
[#16:4]-[NH;D2;+0:5]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#16:4]-[NH2;D1;+0:5],True,False,True,2,US20040034034A1
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[C;H0;D2;+0:5]#[C:4]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[C:4]#[CH;D1;+0:5],True,True,True,6,US20130178631A1
[#7;a:3]:[c:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:4]-[c:5]>>Cl-[CH2;D2;+0:1]-[c:2]:[#7;a:3].[OH;D1;+0:4]-[c:5],True,True,True,5,US20100168173A1
[#7;a:5]:[c;H0;D3;+0:4](:[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].Br-[c;H0;D3;+0:4](:[#7;a:5]):[c:6],False,False,False,1,US20030105132A1
[#7;a:4]:[#7;a:5]:[c:6]-[NH;D2;+0:7]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].[#7;a:4]:[#7;a:5]:[c:6]-[NH2;D1;+0:7],True,True,False,1,US20140228358A1
[#7;a:4]:[c:3]:[c:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:6](-[C:5])-[C:7]>>C-S(=O)(=O)-O-[CH2;D2;+0:1]-[c:2]:[c:3]:[#7;a:4].[C:5]-[NH;D2;+0:6]-[C:7],True,False,True,1,US07211577B2
[#7;a:4]:[c:3](:[c:5]:[#7;a:6]):[c;H0;D3;+0:1](:[#7;a:2])-[NH2;D1;+0:7]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3](:[#7;a:4]):[c:5]:[#7;a:6].[NH3;D0;+0:7],False,False,False,2,US08088790B2
[#7;a:5]:[c:4]:[c:3]-[C;H0;D2;+0:1]#[N;H0;D1;+0:2]>>O=[C;H0;D3;+0:1](-[NH2;D1;+0:2])-[c:3]:[c:4]:[#7;a:5],True,True,True,4,US05616601
[C:2]-[CH;D3;+0:1](-[c:3])-[NH;D2;+0:4]-[c:5]>>O=[C;H0;D3;+0:1](-[C:2])-[c:3].[NH2;D1;+0:4]-[c:5],True,False,True,2,US20050171131A1
[#7:2]-[C;H0;D3;+0:1](=[O;D1;H0:3])-[NH;D2;+0:7]-[c:6]:[#7;a:5]:[#8;a:4]>>Cl-[C;H0;D3;+0:1](-[#7:2])=[O;D1;H0:3].[#8;a:4]:[#7;a:5]:[c:6]-[NH2;D1;+0:7],True,True,False,1,US04183856
[#7;a:4]:[c:3]:[c;H0;D3;+0:1](:[#7;a:2])-[NH;D2;+0:5]-[c:6]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[#7;a:4].[NH2;D1;+0:5]-[c:6],False,False,False,2,US20150218170A1
[#7;a:4]:[c:3]-[CH2;D2;+0:1]-[#7:2]>>O=[C;H0;D3;+0:1](-[#7:2])-[c:3]:[#7;a:4],False,False,False,1,US20110144146A1
[#7;a:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:6]-[C:5]>>C-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#7;a:4].[C:5]-[NH2;D1;+0:6],True,True,True,5,US20150038528A1
[#7;a:6]:[c:5]:[c:3](:[#7;a:4])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:8]-[C:7]>>C-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3](:[#7;a:4]):[c:5]:[#7;a:6].[C:7]-[NH2;D1;+0:8],False,False,False,1,US06359145B1
[C:1]-[CH;D3;+0:2](-[C:3])-[CH2;D2;+0:4]-[C:5]>>[C:1]-[C;H0;D3;+0:2](-[C:3])=[CH;D2;+0:4]-[C:5],False,False,False,1,US06255276B1
[#7;a:1]:[c:2]-[CH2;D2;+0:3]-[CH2;D2;+0:4]-[c:5]>>[#7;a:1]:[c:2]-[C;H0;D2;+0:3]#[C;H0;D2;+0:4]-[c:5],True,True,False,1,US20140080798A1
[C:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:4]-[C:3]>>Cl-[CH2;D2;+0:1]-[C:2].[C:3]-[OH;D1;+0:4],False,False,False,1,US05212173
[#16;a:5]:[c:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[n;H0;D3;+0:7](:[c:6]):[c:8]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4]:[#16;a:5].[c:6]:[nH;D2;+0:7]:[c:8],True,False,True,1,US20140163012A1
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[O;H0;D2;+0:5]-[C:4]>>F-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[C:4]-[OH;D1;+0:5],True,True,True,5,US20150232445A1
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[O;H0;D2;+0:4]-[c:5]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[O-;H0;D1:4]-[c:5],False,False,False,2,US20110039821A1
[#7;a:4]:[c:5]:[c:6](:[#7;a:7])-[NH;D2;+0:8]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[#7;a:4]:[c:5]:[c:6](:[#7;a:7])-[NH2;D1;+0:8],False,False,False,1,US20100004222A1
[#7:3]-[C:2](=[O;D1;H0:4])-[CH2;D2;+0:1]-[O;H0;D2;+0:6]-[C:5]>>Cl-[CH2;D2;+0:1]-[C:2](-[#7:3])=[O;D1;H0:4].[C:5]-[OH;D1;+0:6],True,True,True,3,US20150005305A1
[#7;a:2]:[c;H0;D3;+0:1](:[c:3]:[c:4]:[#7;a:5])-[NH;D2;+0:7]-[C;D1;H3:6]>>F-C(-F)(-F)-S(=O)(=O)-O-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[c:4]:[#7;a:5].[C;D1;H3:6]-[NH2;D1;+0:7],False,False,False,1,US20010027196A1
[#7;a:4]:[c:3](:[c:5]:[#7;a:6]):[c;H0;D3;+0:1](:[#7;a:2])-[O;H0;D2;+0:8]-[C:7]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3](:[#7;a:4]):[c:5]:[#7;a:6].[C:7]-[OH;D1;+0:8],False,False,False,1,US04698348
[#7:4]-[C:5](=[O;D1;H0:6])-[C:7]-[NH;D2;+0:8]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3].[#7:4]-[C:5](=[O;D1;H0:6])-[C:7]-[NH2;D1;+0:8],False,False,False,2,US05461049
[C:4]-[NH;D2;+0:5]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>O-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[C:4]-[NH3+;D1:5],False,False,False,102,US20100249066A1
[C:1]-[C@H;D3;+0:2](-[CH3;D1;+0:3])-[C:4]>>[C:1]-[C;H0;D3;+0:2](-[C;D1;H3:3])=[CH2;D1;+0:4],False,False,False,1,US20080004309A1
[#7:5]-[C:6](=[O;D1;H0:7])-[C:8]-[NH;D2;+0:9]-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4].[#7:5]-[C:6](=[O;D1;H0:7])-[C:8]-[NH2;D1;+0:9],True,False,True,1,US20080306045A1
[#8:6]-[C:5](=[O;D1;H0:7])-[C:4]-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[N;H0;D3;+0:9](-[C:8])-[C:10]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[C:4]-[C:5](-[#8:6])=[O;D1;H0:7].[C:8]-[NH;D2;+0:9]-[C:10],False,False,False,1,US06281357B1
[#16;a:5]:[c:6](:[#7;a:7])-[NH;D2;+0:8]-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4].[#16;a:5]:[c:6](:[#7;a:7])-[NH2;D1;+0:8],True,True,True,8,US07132436B2
[C:4]-[NH;D2;+0:5]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[C:4]-[NH2;D1;+0:5],True,True,True,109,US05972937
[#7;a:2]:[c;H0;D3;+0:1](:[#7;a:3]:[c:4]:[#7;a:5])-[N;H0;D3;+0:7](-[C:6])-[C:8]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[#7;a:3]:[c:4]:[#7;a:5].[C:6]-[NH;D2;+0:7]-[C:8],True,False,True,1,US20140179662A1
[#7;a:4]:[c:5]:[c:6](:[#7;a:7])-[NH;D2;+0:8]-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].[#7;a:4]:[c:5]:[c:6](:[#7;a:7])-[NH2;D1;+0:8],False,False,False,3,US20130040949A1
[C:2]-[C@H;D3;+0:1](-[C:3])-[O;H0;D2;+0:4]-[c:5]>>O-[C@@H;D3;+0:1](-[C:2])-[C:3].[OH;D1;+0:4]-[c:5],False,False,False,4,US20140187554A1
[#7;a:4]:[c:3]:[c:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:6](-[C:5])-[C:7]>>Cl-[CH2;D2;+0:1]-[c:2]:[c:3]:[#7;a:4].[C:5]-[NH;D2;+0:6]-[C:7],True,True,False,1,US06376491B1
[C:3]-[O;H0;D2;+0:4]-[CH2;D2;+0:1]-[C;D1;H3:2]>>Br-[CH2;D2;+0:1]-[C;D1;H3:2].[C:3]-[OH;D1;+0:4],False,False,False,1,US20040138248A1
[c:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:3]-[c:4]>>Br-[CH2;D2;+0:1]-[c:2].[OH;D1;+0:3]-[c:4],True,True,True,38,US20150252008A1
[#7;a:4]:[c:5]-[NH;D2;+0:6]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[#7;a:4]:[c:5]-[NH2;D1;+0:6],True,False,True,2,US04753933
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[O;H0;D2;+0:4]-[c:5]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[OH;D1;+0:4]-[c:5],True,True,True,2,US20110039821A1
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[S;H0;D2;+0:5]-[C:4]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[C:4]-[S-;H0;D1:5],False,False,False,3,US04490380
[C:2]-[C@H;D3;+0:1](-[C;D1;H3:3])-[O;H0;D2;+0:4]-[c:5]>>O-[C@@H;D3;+0:1](-[C:2])-[C;D1;H3:3].[OH;D1;+0:4]-[c:5],False,False,False,1,US20140187554A1
[#16;a:3]:[c:4]:[c:5](:[#7;a:6])-[NH;D2;+0:7]-[CH2;D2;+0:1]-[c:2]>>O=[CH;D2;+0:1]-[c:2].[#16;a:3]:[c:4]:[c:5](:[#7;a:6])-[NH2;D1;+0:7],True,False,True,1,US20030229089A1
[C:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:5](-[C:4]=[O;D1;H0:3])-[C:6]=[O;D1;H0:7]>>O-[CH2;D2;+0:1]-[C:2].[O;D1;H0:3]=[C:4]-[NH;D2;+0:5]-[C:6]=[O;D1;H0:7],True,True,False,2,US20110212963A1
[#7:4]-[C:5](=[O;D1;H0:6])-[N;H0;D3;+0:7](-[C:8])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3].[#7:4]-[C:5](=[O;D1;H0:6])-[NH;D2;+0:7]-[C:8],True,False,True,1,US20130210769A1
[C:4]=[C:3]-[C:2]-[OH;D1;+0:1]>>C-C(-C)(-C)-[Si](-C)(-C)-[O;H0;D2;+0:1]-[C:2]-[C:3]=[C:4],True,True,False,2,US05436369
[C:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:4](-[C;D1;H3:3])-[C;D1;H3:5]>>Br-[CH2;D2;+0:1]-[C:2].[C;D1;H3:3]-[NH;D2;+0:4]-[C;D1;H3:5],True,True,True,3,US20060264431A1
[C:2]-[CH2;D2;+0:1]-[O;H0;D2;+0:3]-[c:4]>>Br-[CH2;D2;+0:1]-[C:2].[O-;H0;D1:3]-[c:4],False,False,False,68,US20090012055A1
[#7;a:2]:[c;H0;D3;+0:1](-[NH2;D1;+0:4]):[c:3]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[NH4+;D0:4],True,False,True,2,US08053212B1
[c:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>F-C(-F)(-F)-S(=O)(=O)-O-[c;H0;D3;+0:1](:[c:2]):[c:3].O-B(-O)-[c;H0;D3;+0:4](:[c:5]):[c:6],True,True,True,6,US07923573B2
[#7;a:3]:[n;H0;D3;+0:4](:[c:5])-[CH2;D2;+0:1]-[c:2]>>Cl-[CH2;D2;+0:1]-[c:2].[#7;a:3]:[nH;D2;+0:4]:[c:5],True,True,True,7,US07968570B2
[C:1]-[NH;D2;+0:2]-[CH;D3;+0:3](-[c:4])-[c:5]>>[C:1]-[N;H0;D2;+0:2]=[C;H0;D3;+0:3](-[c:4])-[c:5],True,False,True,1,US20040192685A1
[c:2]-[CH2;D2;+0:1]-[n;H0;D3;+0:4](:[c:3]):[c:5]>>Cl-[CH2;D2;+0:1]-[c:2].[c:3]:[nH;D2;+0:4]:[c:5],False,False,False,3,US20020161025A1
[#7;a:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:5]-[c:6]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#7;a:4].[NH2;D1;+0:5]-[c:6],True,True,True,8,US08304557B2
[#8:3]-[C:2](=[O;D1;H0:4])-[CH2;D2;+0:1]-[O;H0;D2;+0:5]-[c:6]>>Br-[CH2;D2;+0:1]-[C:2](-[#8:3])=[O;D1;H0:4].[OH;D1;+0:5]-[c:6],True,True,True,23,US06337305B1
[C:3]=[C:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:5](-[C:4])-[C;D1;H3:6]>>O=[CH;D2;+0:1]-[C:2]=[C:3].[C:4]-[NH;D2;+0:5]-[C;D1;H3:6],False,False,False,1,US20100234351A1
[#7;a:1]:[c:2]-[CH;D3;+0:3](-[OH;D1;+0:4])-[CH2;D2;+0:6]-[C:5]>>[#7;a:1]:[c:2]-[CH;D2;+0:3]=[O;H0;D1;+0:4].[C:5]-[CH2;D2;+0:6]-[Mg+],False,False,False,1,US20130085164A1
[#8:4]-[C:5](=[O;D1;H0:6])-[N;H0;D3;+0:7](-[C:8])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].[#8:4]-[C:5](=[O;D1;H0:6])-[NH;D2;+0:7]-[C:8],True,False,True,2,US20110263571A1
[C:2]-[CH;D3;+0:1](-[C;D1;H3:3])-[NH;D2;+0:5]-[C:4]>>O=[C;H0;D3;+0:1](-[C:2])-[C;D1;H3:3].[C:4]-[NH2;D1;+0:5],False,False,False,5,US04588749
[#7;a:3]:[#7;a:4]:[c:5]-[NH;D2;+0:6]-[CH2;D2;+0:1]-[C:2]>>O=[CH;D2;+0:1]-[C:2].[#7;a:3]:[#7;a:4]:[c:5]-[NH2;D1;+0:6],False,False,False,1,US07626030B2
[#16:4]-[NH;D2;+0:5]-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]>>C-C(=O)-O-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[#16:4]-[NH2;D1;+0:5],True,False,True,1,US20030191323A1
[C:4]-[NH;D2;+0:5]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Cl-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]-[NH2;D1;+0:5],True,True,True,5,US08288413B2
[#7;a:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:6]-[C:5]>>C-C-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#7;a:4].[C:5]-[NH2;D1;+0:6],True,True,True,3,US07491819B1
[C:4]-[N;H0;D3;+0:5](-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3])-[c:6]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[C:4]-[NH;D2;+0:5]-[c:6],False,False,False,4,US05736540
